"avatar","id","images/0","images/1","images/2","images/3","text","likes","replies","retweets","quotes","timestamp","searchQuery","url"
"https://pbs.twimg.com/profile_images/1562191085983924225/8vc32vWe.jpg","1965283585285652650","https://pbs.twimg.com/media/G0YW--nb0AAw3L7.jpg",,,,"Makan bergizi gratis, langkah nyata Prabowo-Gibran perangi stunting anak #MakanBergiziGratis","0","1","0","0","2025-09-09T05:18:00.000Z","makan bergizi gratis","https://x.com/Jennife83085830/status/1965283585285652650"
"https://pbs.twimg.com/profile_images/1562191085983924225/8vc32vWe.jpg","1965283581837934652","https://pbs.twimg.com/media/G0YW_YUaoAAI9n8.jpg",,,,"Prabowo-Gibran hadirkan makan bergizi gratis demi generasi sehat dan kuat #MakanBergiziGratis","0","1","0","0","2025-09-09T05:18:00.000Z","makan bergizi gratis","https://x.com/Jennife83085830/status/1965283581837934652"
"https://pbs.twimg.com/profile_images/1562191085983924225/8vc32vWe.jpg","1965283578335629609","https://pbs.twimg.com/media/G0YW_r6bsAA-0M8.jpg",,,,"Program makan bergizi gratis, wujud kepedulian Prabowo-Gibran untuk bangsa #MakanBergiziGratis","1","1","0","0","2025-09-09T05:18:00.000Z","makan bergizi gratis","https://x.com/Jennife83085830/status/1965283578335629609"
"https://pbs.twimg.com/profile_images/1731646369637744640/f1YAQr9s.jpg","1965283279541846495","https://pbs.twimg.com/media/G0YWdR6bkAA8cO8.jpg",,,,"Program Makan Bergizi Gratis (MBG) niatnya mulia: bantu gizi anak sekolah. Tapi baru jalan, ribuan siswa malah keracunan. Kok bisa? 😷 Ini alarm serius yang nggak bisa diabaikan.","0","1","0","0","2025-09-09T05:17:00.000Z","makan bergizi gratis","https://x.com/majalahsunday/status/1965283279541846495"
"https://pbs.twimg.com/profile_images/1622480535686881286/7v57rTSR.jpg","1965282704448258353","https://pbs.twimg.com/media/G0YWKfab0AAZ5qp.jpg",,,,"Kita dukung penuh program Makan Bergizi Gratis (MBG)","0","0","0","0","2025-09-09T05:14:00.000Z","makan bergizi gratis","https://x.com/wong_jasengg/status/1965282704448258353"
"https://pbs.twimg.com/profile_images/1622480535686881286/7v57rTSR.jpg","1965282662467404276","https://pbs.twimg.com/media/G0YWJcNaoAAdtxh.jpg",,,,"Kita dukung penuh program Makan Bergizi Gratis (MBG)","0","0","0","0","2025-09-09T05:14:00.000Z","makan bergizi gratis","https://x.com/wong_jasengg/status/1965282662467404276"
"https://pbs.twimg.com/profile_images/1887902381398265856/9FlP1-F0.jpg","1965286673727857072",,,,,"Program MBG outputnya cuma tai anjirrrrr","0","0","0","0","2025-09-09T05:30:00.000Z","mbg","https://x.com/_nrhmnaup/status/1965286673727857072"
"https://pbs.twimg.com/profile_images/1963062461566971904/pews1WCJ.jpg","1965042372225708290",,,,,"Sumpah, mending mbg di udahin aja deh, akuin kalo emg gak berjalan baik, gakpp kok kita ngerti pak. Sayang di anggaran soalnya, masih banyak yg perlu dibenerin dan butuh banyak anggaran. Jgn terkesan cuman ngedepanin ego trus biar daper validasi aja, kasihan kami kami ini pak","451","9","43","1","2025-09-08T13:19:00.000Z","mbg","https://x.com/gesangwnugroho/status/1965042372225708290"
"https://pbs.twimg.com/profile_images/1749290768471363584/4kUrkqZk.jpg","1965245094082257085",,,,,"Ngga heran kalau 10 demonstran yang meninggal hanya dianggap sebagian kecil rakyat Indonesia

Ngga heran kalau 1000+ lebih yang keracunan karena MBG hanya dianggap sebagian kecil pelajar

Ngga heran kalau jutaan pengangguran hanya dianggap sebagian kecil masyarakat

Buku Development as Freedom (1999) mengatakan bahwa negara seringkali mengecilkan kritik dari rakyat miskin dan tertindas karena dianggap hanya sebagian kecil dan tidak mewakilkan masyarakat banyak

Padahal ketika kelaparan terjadi itu bukan karena bencana alam. Tapi kegagalan politik dan kebijakan publik

Memang di mata negara kita hanyalah angka dan statistik di atas kertas!","315","6","136","2","2025-09-09T02:45:00.000Z","mbg","https://x.com/virdianaurellio/status/1965245094082257085"
"https://pbs.twimg.com/profile_images/1962867405950259200/XJIfFod8.jpg","1965286536095867008",,,,,"ada nih nder buat dapur MBG","0","0","0","0","2025-09-09T05:29:00.000Z","mbg","https://x.com/Urbbggiirrll/status/1965286536095867008"
"https://pbs.twimg.com/profile_images/1962810861573283843/WDLfSHU0.jpg","1965263959113564298","https://pbs.twimg.com/media/G0YFJ6hXwAAb3xM.jpg",,,,"💚 Prabowo mau ga yaa kalo kebijakan MBG nya di batalin/dihentikan? dan alokasi dana nya ke pembangunan jalan atau apa kek.. 🥺","312","69","22","29","2025-09-09T04:00:00.000Z","mbg","https://x.com/tanyakanrl/status/1965263959113564298"
"https://pbs.twimg.com/profile_images/1963382967918891008/Pu3O0Rrc.jpg","1965286209032511641","https://pbs.twimg.com/media/G0XyLoVbgAErGI2.jpg",,,,"MBG kebijakan paling gila buat ngambur2in duit APBN","0","0","0","0","2025-09-09T05:28:00.000Z","mbg","https://x.com/daunkaca/status/1965286209032511641"
"https://pbs.twimg.com/profile_images/1962853439299522560/Vvvfr_16.jpg","1963821419957297187","https://pbs.twimg.com/media/Gz5t1QKbEAAAGjS.jpg",,,,"Sopo ngongkon MBG mbek ngopeni IKN cok jancok","4764","41","3018","25","2025-09-05T04:28:00.000Z","mbg","https://x.com/pakantono/status/1963821419957297187"
"https://pbs.twimg.com/profile_images/1893219113717342208/Vgg2hEPa.jpg","1965285896590360975",,,,,"Setuju, program MBG punya niat baik untuk 82 juta siswa, tapi kasus keracunan (ribuan sejak Januari 2025, laporan BBC & Tempo) & menu kurang gizi (evaluasi UNICEF soroti stunting) jadi masalah besar. UNICEF dukung lewat Pusat Unggulan (Feb 2025) untuk perbaiki kualitas. Butuh audit ketat agar efektif, bukan coba-coba. Semoga dibenahi segera!","0","1","0","0","2025-09-09T05:27:00.000Z","mbg","https://x.com/grok/status/1965285896590360975"
"https://pbs.twimg.com/profile_images/1965085458041573376/LiAIc8eZ.jpg","1963518107806548146",,,,,"Jauh sebelum kericuhan ini rakyat udah marah, karna MBG, masalah gas & statement bahlil waktu itu, pertamina dioplos, raja ampat. Trus dapet kabar gaji dpr 100jt, kita demo, eh malah banyak korban yg diculik, babak belur, bahkan meninggal. Trus kita marah dituduh anak abah? Tai.","24019","66","17193","231","2025-09-04T08:22:00.000Z","mbg","https://x.com/ayamgota/status/1963518107806548146"
"https://pbs.twimg.com/profile_images/1962611194864504832/goJQyFW4.jpg","1965285574614688026","https://pbs.twimg.com/media/G0YYywdakAAi0rW.jpg",,,,"MBG Day 4","0","0","0","0","2025-09-09T05:26:00.000Z","mbg","https://x.com/vinafly_12/status/1965285574614688026"
"https://pbs.twimg.com/profile_images/1962752777240895488/Wr40xy_o.jpg","1965284898887139347",,,,,"makan siang bergizi gratis (dibawain mamah rendang)😸☝️","0","0","0","0","2025-09-09T05:23:00.000Z","makan siang gratis","https://x.com/earthlingthings/status/1965284898887139347"
"https://pbs.twimg.com/profile_images/1965143624850853888/Zp0op5Ix.jpg","1965066818126750075",,,,,"Kesampingankan Ego Kampanye pak!
@prabowo evaluasi MBG! Kalau niat, kerja sama dengan kantin sekolah jg bs. Atuh suruh org tua mereka yg masakin.

Negara kita lg amsiong! Stop dl buang anggaran yg gk produktif!
1 anak makan siang gratis 1 kali, 1 keluarga gk makan malam sekali.

Pikirin dl gmana ekonomi bs mengeliat!
Kalau gini2 aja, Tau anggaran masih kesedot hal2 gk produktif.  Disatu sisi rakyat lagi setengah mati.

Kita menyusul venezuela nanti!","359","25","117","1","2025-09-08T14:56:00.000Z","makan siang gratis","https://x.com/LexWu_13/status/1965066818126750075"
"https://pbs.twimg.com/profile_images/1956267786742980610/03U-b0So.jpg","1965279626928009296",,,,,"Hari ini makan siang gratis, ditraktir sama teman yang salah sebut nama aku jadi nama mantannya.","0","0","0","0","2025-09-09T05:02:00.000Z","makan siang gratis","https://x.com/cakrafirmansyan/status/1965279626928009296"
"https://pbs.twimg.com/profile_images/1961252000919932928/tp5Eb0MW.jpg","1965278772837712099",,,,,"Gak enak, Mar. Masa ada rezeki makan siang gratis di tolak? 🤣 Ini udah otw, Mar. Tunggu ya.","0","1","0","1","2025-09-09T04:59:00.000Z","makan siang gratis","https://x.com/josephdidjaja/status/1965278772837712099"
"https://pbs.twimg.com/profile_images/1964302778656051202/8r8Erxl8.jpg","1965276955076690314",,,,,"hari ini ada yang ulangtahun di kantor😋 makan siang gratis😋","0","0","0","1","2025-09-09T04:51:00.000Z","makan siang gratis","https://x.com/bludvanatta/status/1965276955076690314"
"https://pbs.twimg.com/profile_images/1703298522936999936/KR3ZuB4z.jpg","1965271748909433287",,,,,"Lebih baik pendidikan gratis pak dari pada makan siang gratis, lihat beberapa sekolah makanan pada dibuang buang.","0","0","0","0","2025-09-09T04:31:00.000Z","makan siang gratis","https://x.com/Kim_Rachel7/status/1965271748909433287"
"https://pbs.twimg.com/profile_images/1953626021900824576/Etkd8h7N.jpg","1965270366043177038",,,,,"2026 dia bakal dikandangin oleh junjungannya sendiri...!!! 
Tak ada makan siang gratis.","1","0","0","0","2025-09-09T04:25:00.000Z","makan siang gratis","https://x.com/Awan2379/status/1965270366043177038"
"https://pbs.twimg.com/profile_images/1830360171052175360/tCJDGUP1.jpg","1965249263203680580","https://pbs.twimg.com/media/G0X3yOMa0AAOHNl.jpg",,,,"Makasih ibu udh kasih makan siang gratis buat org2 (gw tolak krna udh bawa bekel)😍🥰","10","1","1","0","2025-09-09T03:01:00.000Z","makan siang gratis","https://x.com/manusiayangbeg/status/1965249263203680580"
"https://pbs.twimg.com/profile_images/1899755215995412480/bIIr4__E.jpg","1965243946738884813",,,,,"makan siang gratis (ini rill enak bgt makannanya🥹🥹)
snack tiap kamis sabtu
karyawan boleh sambil kuliah","0","0","0","0","2025-09-09T02:40:00.000Z","makan siang gratis","https://x.com/shesabluejays/status/1965243946738884813"
"https://pbs.twimg.com/profile_images/1622480535686881286/7v57rTSR.jpg","1965282660689104976","https://pbs.twimg.com/media/G0YWH88asAAZJMC.jpg",,,,"Kita dukung penuh program Makan Bergizi Gratis (MBG)","0","0","0","0","2025-09-09T05:14:00.000Z","makan bergizi gratis","https://x.com/wong_jasengg/status/1965282660689104976"
"https://pbs.twimg.com/profile_images/1622480535686881286/7v57rTSR.jpg","1965282630309744743","https://pbs.twimg.com/media/G0YWGg9bIAA2kjs.jpg",,,,"Kita dukung penuh program Makan Bergizi Gratis (MBG)","0","0","0","0","2025-09-09T05:14:00.000Z","makan bergizi gratis","https://x.com/wong_jasengg/status/1965282630309744743"
"https://pbs.twimg.com/profile_images/1622480535686881286/7v57rTSR.jpg","1965282594674933782","https://pbs.twimg.com/media/G0YWFYiasAA6UL8.jpg",,,,"Kita dukung penuh program Makan Bergizi Gratis (MBG)","0","0","0","0","2025-09-09T05:14:00.000Z","makan bergizi gratis","https://x.com/wong_jasengg/status/1965282594674933782"
"https://pbs.twimg.com/profile_images/1702625667899371520/Px0wPqLP.jpg","1965282181057814703","https://pbs.twimg.com/media/G0YVuF-bgAEddWM.jpg",,,,"Program MBG bukti nyata pemerintah, makan bergizi gratis, dana at cost, transparansi penuh, pengawasan dari BPKP & KPK selalu siap siaga","0","0","0","0","2025-09-09T05:12:00.000Z","makan bergizi gratis","https://x.com/afifah_merry/status/1965282181057814703"
"https://pbs.twimg.com/profile_images/1801554536823459841/FaxlzNaC.jpg","1965280768940470520",,,,,"𝐉𝐔𝐁𝐈𝐑 𝐓𝐕 - Launching Makan Bergizi Gratis, 3.838 Anak di Jampangkulon Sukabumi Jadi Penerima Manfaat

𝐓𝐨𝐧𝐭𝐨𝐧 𝐛𝐞𝐫𝐢𝐭𝐚 𝐦𝐞𝐧𝐚𝐫𝐢𝐤 𝐥𝐚𝐢𝐧𝐧𝐲𝐚 𝐝𝐢
tinyurl.com/ypafzpnc","0","0","0","0","2025-09-09T05:07:00.000Z","makan bergizi gratis","https://x.com/jubirtvofficial/status/1965280768940470520"
"https://pbs.twimg.com/profile_images/1702568930752212992/YTmus7jY.jpg","1965280234284220456","https://pbs.twimg.com/media/G0YT6zKbQAAtA-P.jpg",,,,"Nggak khawatir makan bergizi gratis bermasalah karena MBG jamin dana aman dan proses diawasi","0","0","0","0","2025-09-09T05:04:00.000Z","makan bergizi gratis","https://x.com/farraz_fr/status/1965280234284220456"
"https://pbs.twimg.com/profile_images/1702533114021769216/PSHdCD39.jpg","1965279999369642349","https://pbs.twimg.com/media/G0YTu3eb0AA0FSN.jpg",,,,"Transparan, bersih, dan aman dari korupsi, itulah cara pemerintah kelola MBG, makan bergizi gratis pakai harga at cost dan pengawasan BPKP serta KPK langsung","0","0","0","0","2025-09-09T05:03:00.000Z","makan bergizi gratis","https://x.com/diana_tanjung0/status/1965279999369642349"
"https://pbs.twimg.com/profile_images/1618144649885159425/RlhCRerD.jpg","1965279320588616031",,,,,"Mulai Januari 2026, Pemerintah Gelontorkan Rp 1,2 Triliun per Hari untuk Makan Bergizi Gratis

🔗Simak Selengkapnya : most1058fm.com/2025/09/mulai…

Baca artikel lainnya di : most1058fm.com 

#News #Most1058 #Pemerintah #MBG","1","0","0","0","2025-09-09T05:01:00.000Z","makan bergizi gratis","https://x.com/most1058/status/1965279320588616031"
"https://pbs.twimg.com/profile_images/1688815926739968000/Z7SFL_I4.jpg","1965278821198037143","https://pbs.twimg.com/media/G0YSqvFaMAAxJ9e.jpg",,,,"Dengan MBG, makan bergizi gratis benar-benar terwujud karena anggaran transparan, at cost, dan diawasi ketat oleh BPKP dan KPK","0","0","0","0","2025-09-09T04:59:00.000Z","makan bergizi gratis","https://x.com/ghena_ulyaa/status/1965278821198037143"
"https://pbs.twimg.com/profile_images/1702589561246040064/TXML_Mk8.jpg","1965278796451598506","https://pbs.twimg.com/media/G0YSpO1bwAAPL3d.jpg",,,,"Anak-anak Indonesia punya semangat baru lewat MBG, makan bergizi gratis dikelola terbuka lewat KPPN, harga at cost, proses diawasi BPKP & KPK","0","0","0","0","2025-09-09T04:59:00.000Z","makan bergizi gratis","https://x.com/tiara_andara29/status/1965278796451598506"
"https://pbs.twimg.com/profile_images/1702554314672320512/bILIHjuE.jpg","1965278386349342740","https://pbs.twimg.com/media/G0YSRYmbgAUDx95.jpg",,,,"MBG memberikan makan bergizi gratis lewat sistem yang benar-benar transparan, at cost, pengelolaan terpusat di KPPN, BPKP dan KPK aktif mengawasi","0","0","0","0","2025-09-09T04:57:00.000Z","makan bergizi gratis","https://x.com/raka_ilhm/status/1965278386349342740"
"https://pbs.twimg.com/profile_images/1577144849437888514/d9x3nKN8.jpg","1965267340591075528","https://pbs.twimg.com/media/G0YIOdSbgAETQLy.jpg",,,,"Kepala Badan Gizi Nasional (BGN), Dadan Hindayana, mengatakan mulai Januari 2026, program MBG diproyeksikan menyedot anggaran senilai Rp 1,2 triliun per hari untuk memberi makan bergizi kepada 82,9 juta anak di seluruh penjuru negeri.

Baca di sini: money.kompas.com/read/2025/0…

~TA #MakanBergiziGratis #Anggaran","9","4","4","3","2025-09-09T04:13:00.000Z","makan bergizi gratis","https://x.com/kompascom/status/1965267340591075528"
"https://pbs.twimg.com/profile_images/1820658909738369024/FLl4BURK.jpg","1965277380509086178","https://pbs.twimg.com/media/G0YRVTcbgAMsWkC.jpg",,,,"MBG usung transparansi dalam pengadaan makan bergizi gratis, uang rakyat dipakai tepat, harga at cost, diawasi biar ga bocor","0","0","0","0","2025-09-09T04:53:00.000Z","makan bergizi gratis","https://x.com/anggita_widiaa/status/1965277380509086178"
"https://pbs.twimg.com/profile_images/1567764064990040064/NCssfKTt.jpg","1965277144952750259","https://pbs.twimg.com/media/G0YRIyqboAEHjcb.jpg",,,,"Dukung Program Makan Bergizi Gratis","0","0","0","0","2025-09-09T04:52:00.000Z","makan bergizi gratis","https://x.com/darispertama/status/1965277144952750259"
"https://pbs.twimg.com/profile_images/1686998417904726016/x2JMdqvj.jpg","1965276963029053481","https://pbs.twimg.com/media/G0YQ-hsbgAkPz6o.jpg",,,,"Pemerintah beneran serius lewat MBG hadirkan makan bergizi gratis, semua dana transparan lewat KPPN, harga at cost, BPKP-KPK memantau","0","0","0","0","2025-09-09T04:51:00.000Z","makan bergizi gratis","https://x.com/erik_panigoro/status/1965276963029053481"
"https://pbs.twimg.com/profile_images/1702534124794449920/CZ7avj2Z.jpg","1965276535419752459","https://pbs.twimg.com/media/G0YQlnWakAAIxsK.jpg",,,,"Jangan takut salah sasaran, makan bergizi gratis MBG selalu transparan, at cost, diawasi ketat BPKP dan KPK buat masa depan anak-anak","0","0","0","0","2025-09-09T04:50:00.000Z","makan bergizi gratis","https://x.com/Denny_argi2001/status/1965276535419752459"
"https://pbs.twimg.com/profile_images/1874053458879463424/QPtQd4O7.jpg","1965198128296112318","https://pbs.twimg.com/media/G0WjqUibAAA4q11.jpg",,,,"Murid muridku yang penjahat saya ajari masuk ke penjara dengan suka rela

Jalan sendiri ke penjara
Buka pintu sel sendiri
Tutup pintu sendiri
Waktunya makan siang bergizi gratis antri sendiri

Tapi sayang @grok , muridku di seluruh dunia tidak ada yang patuh dengan saya","0","1","0","0","2025-09-08T23:38:00.000Z","makan siang gratis","https://x.com/Untuk_Pelupa/status/1965198128296112318"
"https://pbs.twimg.com/profile_images/1784652673402490880/GcYd2Hx2.jpg","1965192544796770577",,,,,"Tidak ada makan siang gratis, dg alasan Apapun walaupun pernah kenalpun bisnis adalah bisnis walaupun dg saudara sendiri tetap perhitungan bisnis itu d lakukan ...pret lah kalo hny balas budi doank...","0","0","0","0","2025-09-08T23:16:00.000Z","makan siang gratis","https://x.com/DhRagam35787/status/1965192544796770577"
"https://pbs.twimg.com/profile_images/1651135982014717954/PWItzxca.jpg","1965188201649434896",,,,,"dulu pak prabsky bilang akan adain makan siang gratis. dengan segala kontroversi dan mengganggunya program itu, egonya menjadikan program tersebut berjalan meski manfaatnya jadi sepele sekali dibanding kerugiannya

kemudian, dulu beliau juga pernah bilang indonesia bubar
hehee","0","0","0","0","2025-09-08T22:59:00.000Z","makan siang gratis","https://x.com/bangplek/status/1965188201649434896"
"https://pbs.twimg.com/profile_images/1951996226649657344/X_ga8oJF.jpg","1965178729447260661",,,,,"soalnya ga dpt makan siang gratis","0","0","0","0","2025-09-08T22:21:00.000Z","makan siang gratis","https://x.com/________autumnn/status/1965178729447260661"
"https://pbs.twimg.com/profile_images/1962564908337528832/WWvekEl3.jpg","1965104881909596648",,,,,"""Kak, dari awal program MBG itu udah keliatan bakal jadi ladang korupsi. Bukannya menyejahterakan keluarga supaya semua bisa makan, malah efisiensi buat MBG yang bikin anak makan siang gratis tapi gak sarapan dan makan malem karena keluarganya gak ada duit. Sehat apanya?""","0","1","0","0","2025-09-08T17:28:00.000Z","makan siang gratis","https://x.com/themoonherd/status/1965104881909596648"
"https://pbs.twimg.com/profile_images/1504863846304940034/xew1oeyE.jpg","1965276491882844448",,,,,"Koramil 0109-03/Gunung Meriah Dampingi Program Makan Bergizi Gratis di Sekolah-Sekolah Kecamatan Gunung Meriah singkilupdate.blogspot.com/2…","1","0","0","0","2025-09-09T04:50:00.000Z","makan bergizi gratis","https://x.com/Kodim_Singkil/status/1965276491882844448"
"https://pbs.twimg.com/profile_images/1696771341809229824/Ae-wp4gP.jpg","1965276483800469574","https://pbs.twimg.com/media/G0YQhU4bAAA0Izh.jpg",,,,"Selalu ada pengawasan di MBG buat makan bergizi gratis, dana lewat KPPN, harga at cost, nggak ada peluang korupsi","0","0","0","0","2025-09-09T04:50:00.000Z","makan bergizi gratis","https://x.com/agus_whyd15/status/1965276483800469574"
"https://pbs.twimg.com/profile_images/1702576104840851456/zu-vhfdS.jpg","1965276387885154733","https://pbs.twimg.com/media/G0YQdH8bgAQgRR4.jpg",,,,"Lewat MBG, anggaran makan bergizi gratis dikunci dengan sistem transparan, diawasi BPKP & KPK, harga tenaga sesuai pasar","0","0","0","0","2025-09-09T04:49:00.000Z","makan bergizi gratis","https://x.com/bintang_emon2/status/1965276387885154733"
"https://pbs.twimg.com/profile_images/1774979024667963392/ephJ6urm.jpg","1965276371401543899","https://pbs.twimg.com/media/G0YQccNbcAAhyMf.jpg",,,,"Program Makan Bergizi Gratis (MBG) adalah langkah nyata dalam membangun masa depan bangsa. Pemenuhan gizi anak sejak dini bukan hanya tentang kesehatan, tetapi juga investasi jangka panjang untuk mencetak generasi yang cerdas, kuat, dan berdaya saing.","1","0","0","0","2025-09-09T04:49:00.000Z","makan bergizi gratis","https://x.com/WaktuNtt/status/1965276371401543899"
"https://pbs.twimg.com/profile_images/1697088586749997056/SCyULgQz.jpg","1965276026113851794","https://pbs.twimg.com/media/G0YQEqUbgAUwi2v.jpg",,,,"Makan bergizi gratis bukan sekadar mimpi, MBG dikelola transparan, harga asli tanpa mark up, pengawasan dari BPKP dan KPK selalu siap","0","0","0","0","2025-09-09T04:48:00.000Z","makan bergizi gratis","https://x.com/khalda_gifanyaa/status/1965276026113851794"
"https://pbs.twimg.com/profile_images/989301706214195200/8jiGml9K.jpg","1965274892536066217",,,,,"Kapolda Sulteng Tinjau SPPG untuk Dukung Program Makan Bergizi Gratis!
Polda Sulteng berkomitmen mendukung program prioritas nasional dengan memastikan kesiapan Satuan Pelayanan Pemenuhan Gizi (SPPG) dalam menyediakan makanan bergizi gratis untuk masyarakat.","0","0","0","0","2025-09-09T04:43:00.000Z","makan bergizi gratis","https://x.com/humaspolsulteng/status/1965274892536066217"
"https://pbs.twimg.com/profile_images/1702578451461681152/FJDEogje.jpg","1965274522153836871","https://pbs.twimg.com/media/G0YOwcDbYAAKQ8G.jpg",,,,"Gak ada yang bisa mainin uang MBG, semuanya transparan lewat KPPN, ditetapkan at cost, dan diawasi BPKP serta KPK, bukti nyata komitmennya buat makan bergizi gratis","0","0","0","0","2025-09-09T04:42:00.000Z","makan bergizi gratis","https://x.com/bagas_sputra2/status/1965274522153836871"
"https://pbs.twimg.com/profile_images/1702604226541867008/1ngYJB0h.jpg","1965274491870953567","https://pbs.twimg.com/media/G0YOukabsAADl9S.jpg",,,,"Anggaran MBG buat makan bergizi gratis dikelola terbuka lewat KPPN, at cost, tanpa peluang korupsi, diawasi BPKP dan KPK","0","0","0","0","2025-09-09T04:42:00.000Z","makan bergizi gratis","https://x.com/anisa_kartika42/status/1965274491870953567"
"https://pbs.twimg.com/profile_images/1702611211840552960/e9SWUgwO.jpg","1965274348140503503","https://pbs.twimg.com/media/G0YOmINbgAANwvH.jpg",,,,"Makan bergizi gratis MBG selalu dikelola jujur, semua anggaran lewat KPPN, harga sesuai, dan pengawasan lembaga resmi","0","0","0","0","2025-09-09T04:41:00.000Z","makan bergizi gratis","https://x.com/isabella_vlora/status/1965274348140503503"
